Date, Minor Trend, Major Trend, Pivot Price, Interpolated Pivot Price
29/05/1997, Up, Up, , 7317.095, 
30/05/1997, Down, Up, 7203.99, 7203.99, 2
31/05/1997, Down, Up, , 7239.0444444444444444444444444, 
01/06/1997, Down, Up, , 7274.0988888888888888888888889, 
02/06/1997, Down, Up, , 7309.1533333333333333333333333, 
03/06/1997, Down, Up, , 7344.2077777777777777777777778, 
04/06/1997, Down, Up, , 7379.2622222222222222222222222, 
05/06/1997, Down, Up, , 7414.3166666666666666666666667, 
06/06/1997, Up, Up, , 7449.3711111111111111111111111, 
07/06/1997, Up, Up, , 7484.4255555555555555555555556, 
08/06/1997, Up, Up, , 7519.4800000000000000000000000, 
09/06/1997, Up, Up, , 7554.5344444444444444444444444, 
10/06/1997, Up, Up, , 7589.5888888888888888888888889, 
11/06/1997, Up, Up, , 7624.6433333333333333333333333, 
12/06/1997, Up, Up, , 7659.6977777777777777777777778, 
13/06/1997, Up, Up, , 7694.7522222222222222222222222, 
14/06/1997, Up, Up, , 7729.8066666666666666666666667, 
15/06/1997, Up, Up, , 7764.8611111111111111111111111, 
16/06/1997, Up, Up, , 7799.9155555555555555555555556, 
17/06/1997, Up, Up, 7834.97, 7834.97, 18
18/06/1997, Down, Up, 7651.3, 7651.3, 1
19/06/1997, Down, Up, , 7668.0368965517241379310344828, 
20/06/1997, Up, Up, , 7684.7737931034482758620689655, 
21/06/1997, Up, Up, , 7701.5106896551724137931034483, 
22/06/1997, Up, Up, , 7718.2475862068965517241379310, 
23/06/1997, Up, Up, , 7734.9844827586206896551724138, 
24/06/1997, Up, Up, , 7751.7213793103448275862068966, 
25/06/1997, Up, Up, , 7768.4582758620689655172413793, 
26/06/1997, Up, Up, , 7785.1951724137931034482758621, 
27/06/1997, Up, Up, , 7801.9320689655172413793103448, 
28/06/1997, Up, Up, , 7818.6689655172413793103448276, 
29/06/1997, Up, Up, , 7835.4058620689655172413793104, 
30/06/1997, Up, Up, , 7852.1427586206896551724137931, 
01/07/1997, Up, Up, , 7868.8796551724137931034482759, 
02/07/1997, Up, Up, , 7885.6165517241379310344827586, 
03/07/1997, Up, Up, , 7902.3534482758620689655172414, 
04/07/1997, Up, Up, , 7919.0903448275862068965517241, 
05/07/1997, Up, Up, , 7935.827241379310344827586207, 
06/07/1997, Up, Up, , 7952.564137931034482758620690, 
07/07/1997, Up, Up, , 7969.301034482758620689655172, 
08/07/1997, Up, Up, , 7986.037931034482758620689655, 
09/07/1997, Up, Up, , 8002.774827586206896551724138, 
10/07/1997, Up, Up, , 8019.511724137931034482758621, 
11/07/1997, Up, Up, , 8036.248620689655172413793103, 
12/07/1997, Up, Up, , 8052.985517241379310344827586, 
13/07/1997, Up, Up, , 8069.722413793103448275862069, 
14/07/1997, Up, Up, , 8086.459310344827586206896552, 
15/07/1997, Up, Up, , 8103.196206896551724137931034, 
16/07/1997, Up, Up, , 8119.933103448275862068965517, 
17/07/1997, Up, Up, 8136.67, 8136.67, 29
18/07/1997, Down, Up, , 8048.465, 
19/07/1997, Down, Up, , 7960.260, 
20/07/1997, Down, Up, , 7872.055, 
21/07/1997, Down, Up, 7783.85, 7783.85, 4
22/07/1997, Down, Up, , 7816.5729411764705882352941176, 
23/07/1997, Up, Up, , 7849.2958823529411764705882353, 
24/07/1997, Up, Up, , 7882.0188235294117647058823529, 
25/07/1997, Up, Up, , 7914.7417647058823529411764706, 
26/07/1997, Up, Up, , 7947.464705882352941176470588, 
27/07/1997, Up, Up, , 7980.187647058823529411764706, 
28/07/1997, Up, Up, , 8012.910588235294117647058824, 
29/07/1997, Up, Up, , 8045.633529411764705882352941, 
30/07/1997, Up, Up, , 8078.356470588235294117647059, 
31/07/1997, Up, Up, , 8111.079411764705882352941176, 
01/08/1997, Up, Up, , 8143.802352941176470588235294, 
02/08/1997, Up, Up, , 8176.525294117647058823529412, 
03/08/1997, Up, Up, , 8209.248235294117647058823529, 
04/08/1997, Up, Up, , 8241.971176470588235294117647, 
05/08/1997, Up, Up, , 8274.694117647058823529411765, 
06/08/1997, Up, Up, , 8307.417058823529411764705882, 
07/08/1997, Up, Up, 8340.14, 8340.14, 17
08/08/1997, Up, Up, , 8271.789090909090909090909091, 
09/08/1997, Up, Up, , 8203.438181818181818181818182, 
10/08/1997, Up, Up, , 8135.087272727272727272727273, 
11/08/1997, Down, Up, , 8066.736363636363636363636364, 
12/08/1997, Down, Up, , 7998.385454545454545454545455, 
13/08/1997, Down, Up, , 7930.034545454545454545454545, 
14/08/1997, Down, Up, , 7861.6836363636363636363636364, 
15/08/1997, Down, Down, , 7793.3327272727272727272727273, 
16/08/1997, Down, Down, , 7724.9818181818181818181818182, 
17/08/1997, Down, Down, , 7656.6309090909090909090909091, 
18/08/1997, Down, Down, 7588.28, 7588.28, 11
19/08/1997, Down, Down, , 7739.8733333333333333333333333, 
20/08/1997, Up, Down, , 7891.4666666666666666666666667, 
21/08/1997, Up, Down, 8043.06, 8043.06, 3
22/08/1997, Down, Down, , 7985.28375, 
23/08/1997, Down, Down, , 7927.50750, 
24/08/1997, Down, Down, , 7869.73125, 
25/08/1997, Down, Down, , 7811.95500, 
26/08/1997, Down, Down, , 7754.17875, 
27/08/1997, Down, Down, , 7696.40250, 
28/08/1997, Down, Down, , 7638.62625, 
29/08/1997, Down, Down, 7580.85, 7580.85, 8
30/08/1997, Down, Down, , 7659.124, 
31/08/1997, Down, Down, , 7737.398, 
01/09/1997, Down, Down, , 7815.672, 
02/09/1997, Down, Down, , 7893.946, 
03/09/1997, Up, Down, 7972.22, 7972.22, 5
04/09/1997, Up, Down, , 7920.22125, 
05/09/1997, Up, Down, , 7868.22250, 
06/09/1997, Up, Down, , 7816.22375, 
07/09/1997, Up, Down, , 7764.22500, 
08/09/1997, Up, Down, , 7712.22625, 
09/09/1997, Up, Down, , 7660.22750, 
10/09/1997, Down, Down, , 7608.22875, 
11/09/1997, Down, Down, 7556.23, 7556.23, 8
12/09/1997, Down, Down, , 7603.6963636363636363636363636, 
13/09/1997, Down, Down, , 7651.1627272727272727272727273, 
14/09/1997, Down, Down, , 7698.6290909090909090909090909, 
15/09/1997, Up, Down, , 7746.0954545454545454545454545, 
16/09/1997, Up, Down, , 7793.5618181818181818181818182, 
17/09/1997, Up, Up, , 7841.0281818181818181818181818, 
18/09/1997, Up, Up, , 7888.4945454545454545454545454, 
19/09/1997, Up, Up, , 7935.960909090909090909090909, 
20/09/1997, Up, Up, , 7983.427272727272727272727273, 
21/09/1997, Up, Up, , 8030.893636363636363636363636, 
22/09/1997, Up, Up, 8078.36, 8078.36, 11
23/09/1997, Up, Up, , 7986.353333333333333333333333, 
24/09/1997, Up, Up, , 7894.3466666666666666666666667, 
25/09/1997, Down, Up, 7802.34, 7802.34, 3
26/09/1997, Down, Up, , 7837.0066666666666666666666667, 
27/09/1997, Down, Up, , 7871.6733333333333333333333333, 
28/09/1997, Down, Up, , 7906.3400000000000000000000000, 
29/09/1997, Up, Up, , 7941.006666666666666666666667, 
30/09/1997, Up, Up, , 7975.673333333333333333333333, 
01/10/1997, Up, Up, , 8010.340000000000000000000000, 
02/10/1997, Up, Up, , 8045.006666666666666666666667, 
03/10/1997, Up, Up, , 8079.673333333333333333333333, 
04/10/1997, Up, Up, , 8114.340000000000000000000000, 
05/10/1997, Up, Up, , 8149.006666666666666666666667, 
06/10/1997, Up, Up, , 8183.673333333333333333333333, 
07/10/1997, Up, Up, 8218.34, 8218.34, 12
08/10/1997, Up, Up, , 8169.618, 
09/10/1997, Down, Up, , 8120.896, 
10/10/1997, Down, Up, , 8072.174, 
11/10/1997, Down, Up, , 8023.452, 
12/10/1997, Down, Up, , 7974.730, 
13/10/1997, Down, Up, , 7926.008, 
14/10/1997, Down, Up, , 7877.286, 
15/10/1997, Down, Up, , 7828.564, 
16/10/1997, Down, Up, , 7779.842, 
17/10/1997, Down, Down, 7731.12, 7731.12, 10
18/10/1997, Down, Down, , 7809.852, 
19/10/1997, Down, Down, , 7888.584, 
20/10/1997, Down, Down, , 7967.316, 
21/10/1997, Up, Down, , 8046.048, 
22/10/1997, Up, Down, 8124.78, 8124.78, 5
23/10/1997, Up, Down, , 7926.725, 
24/10/1997, Up, Down, , 7728.670, 
25/10/1997, Up, Down, , 7530.615, 
26/10/1997, Up, Down, , 7332.560, 
27/10/1997, Down, Down, , 7134.505, 
28/10/1997, Down, Down, 6936.45, 6936.45, 6
29/10/1997, Down, Down, , 7043.36625, 
30/10/1997, Down, Down, , 7150.28250, 
31/10/1997, Down, Down, , 7257.19875, 
01/11/1997, Down, Down, , 7364.11500, 
02/11/1997, Down, Down, , 7471.03125, 
03/11/1997, Down, Down, , 7577.94750, 
04/11/1997, Up, Down, , 7684.86375, 
05/11/1997, Up, Down, 7791.78, 7791.78, 8
06/11/1997, Up, Down, , 7734.65375, 
07/11/1997, Down, Down, , 7677.52750, 
08/11/1997, Down, Down, , 7620.40125, 
09/11/1997, Down, Down, , 7563.27500, 
10/11/1997, Down, Down, , 7506.14875, 
11/11/1997, Down, Down, , 7449.02250, 
12/11/1997, Down, Down, , 7391.89625, 
13/11/1997, Down, Down, 7334.77, 7334.77, 8
14/11/1997, Down, Down, , 7409.74, 
15/11/1997, Down, Down, , 7484.71, 
16/11/1997, Down, Down, , 7559.68, 
17/11/1997, Up, Down, , 7634.65, 
18/11/1997, Up, Down, , 7709.62, 
19/11/1997, Up, Down, , 7784.59, 
20/11/1997, Up, Up, , 7859.56, 
21/11/1997, Up, Up, 7934.53, 7934.53, 8
22/11/1997, Up, Up, , 7877.3975, 
23/11/1997, Up, Up, , 7820.2650, 
24/11/1997, Up, Up, , 7763.1325, 
25/11/1997, Down, Up, 7706, 7706, 4
26/11/1997, Down, Up, , 7756.356, 
27/11/1997, Down, Up, , 7806.712, 
28/11/1997, Down, Up, , 7857.068, 
29/11/1997, Down, Up, , 7907.424, 
30/11/1997, Down, Up, , 7957.780, 
01/12/1997, Down, Up, , 8008.136, 
02/12/1997, Up, Up, , 8058.492, 
03/12/1997, Up, Up, , 8108.848, 
04/12/1997, Up, Up, , 8159.204, 
05/12/1997, Up, Up, 8209.56, 8209.56, 10
06/12/1997, Up, Up, , 8144.87, 
07/12/1997, Up, Up, , 8080.18, 
08/12/1997, Up, Up, , 8015.49, 
09/12/1997, Up, Up, , 7950.80, 
10/12/1997, Down, Up, , 7886.11, 
11/12/1997, Down, Up, , 7821.42, 
12/12/1997, Down, Up, 7756.73, 7756.73, 7
13/12/1997, Down, Up, , 7834.8125, 
14/12/1997, Down, Up, , 7912.8950, 
15/12/1997, Down, Up, , 7990.9775, 
16/12/1997, Up, Up, 8069.06, 8069.06, 4
17/12/1997, Up, Up, , 7900.45, 
18/12/1997, Down, Up, , 7731.84, 
19/12/1997, Down, Down, 7563.23, 7563.23, 3
20/12/1997, Down, Down, , 7593.2111764705882352941176471, 
21/12/1997, Down, Down, , 7623.1923529411764705882352941, 
22/12/1997, Down, Down, , 7653.1735294117647058823529412, 
23/12/1997, Down, Down, , 7683.1547058823529411764705882, 
24/12/1997, Down, Down, , 7713.1358823529411764705882353, 
25/12/1997, Down, Down, , 7743.1170588235294117647058824, 
26/12/1997, Down, Down, , 7773.0982352941176470588235294, 
27/12/1997, Down, Down, , 7803.0794117647058823529411765, 
28/12/1997, Down, Down, , 7833.0605882352941176470588235, 
29/12/1997, Down, Down, , 7863.0417647058823529411764706, 
30/12/1997, Up, Down, , 7893.0229411764705882352941176, 
31/12/1997, Up, Down, , 7923.004117647058823529411765, 
01/01/1998, Up, Down, , 7952.985294117647058823529412, 
02/01/1998, Up, Down, , 7982.966470588235294117647059, 
03/01/1998, Up, Down, , 8012.947647058823529411764706, 
04/01/1998, Up, Down, , 8042.928823529411764705882353, 
05/01/1998, Up, Up, 8072.91, 8072.91, 17
06/01/1998, Up, Up, , 7975.578571428571428571428571, 
07/01/1998, Down, Up, , 7878.2471428571428571428571429, 
08/01/1998, Down, Up, , 7780.9157142857142857142857143, 
09/01/1998, Down, Down, , 7683.5842857142857142857142857, 
10/01/1998, Down, Down, , 7586.2528571428571428571428572, 
11/01/1998, Down, Down, , 7488.9214285714285714285714286, 
12/01/1998, Down, Down, 7391.59, 7391.59, 7
13/01/1998, Down, Down, , 7456.14125, 
14/01/1998, Up, Down, , 7520.69250, 
15/01/1998, Up, Down, , 7585.24375, 
16/01/1998, Up, Down, , 7649.79500, 
17/01/1998, Up, Down, , 7714.34625, 
18/01/1998, Up, Down, , 7778.89750, 
19/01/1998, Up, Down, , 7843.44875, 
20/01/1998, Up, Down, 7908, 7908, 8
21/01/1998, Up, Down, , 7808.4366666666666666666666667, 
22/01/1998, Up, Down, , 7708.8733333333333333333333333, 
23/01/1998, Down, Down, 7609.31, 7609.31, 3
24/01/1998, Down, Down, , 7636.6794736842105263157894737, 
25/01/1998, Down, Down, , 7664.0489473684210526315789474, 
26/01/1998, Down, Down, , 7691.4184210526315789473684210, 
27/01/1998, Down, Down, , 7718.7878947368421052631578947, 
28/01/1998, Up, Up, , 7746.1573684210526315789473684, 
29/01/1998, Up, Up, , 7773.5268421052631578947368421, 
30/01/1998, Up, Up, , 7800.8963157894736842105263158, 
31/01/1998, Up, Up, , 7828.2657894736842105263157895, 
01/02/1998, Up, Up, , 7855.6352631578947368421052632, 
02/02/1998, Up, Up, , 7883.0047368421052631578947368, 
03/02/1998, Up, Up, , 7910.3742105263157894736842105, 
04/02/1998, Up, Up, , 7937.743684210526315789473684, 
05/02/1998, Up, Up, , 7965.113157894736842105263158, 
06/02/1998, Up, Up, , 7992.482631578947368421052632, 
07/02/1998, Up, Up, , 8019.852105263157894736842105, 
08/02/1998, Up, Up, , 8047.221578947368421052631579, 
09/02/1998, Up, Up, , 8074.591052631578947368421053, 
10/02/1998, Up, Up, , 8101.960526315789473684210526, 
11/02/1998, Up, Up, , 8129.330000000000000000000000, 
12/02/1998, Up, Up, , 8156.699473684210526315789474, 
13/02/1998, Up, Up, , 8184.068947368421052631578947, 
14/02/1998, Up, Up, , 8211.438421052631578947368421, 
15/02/1998, Up, Up, , 8238.807894736842105263157895, 
16/02/1998, Up, Up, , 8266.177368421052631578947368, 
17/02/1998, Up, Up, , 8293.546842105263157894736842, 
18/02/1998, Up, Up, , 8320.916315789473684210526316, 
19/02/1998, Up, Up, , 8348.285789473684210526315789, 
20/02/1998, Up, Up, , 8375.655263157894736842105263, 
21/02/1998, Up, Up, , 8403.024736842105263157894737, 
22/02/1998, Up, Up, , 8430.394210526315789473684210, 
23/02/1998, Up, Up, , 8457.763684210526315789473684, 
24/02/1998, Up, Up, , 8485.133157894736842105263158, 
25/02/1998, Up, Up, , 8512.502631578947368421052632, 
26/02/1998, Up, Up, , 8539.872105263157894736842105, 
27/02/1998, Up, Up, , 8567.241578947368421052631579, 
28/02/1998, Up, Up, , 8594.611052631578947368421053, 
01/03/1998, Up, Up, , 8621.980526315789473684210526, 
02/03/1998, Up, Up, 8649.35, 8649.35, 38
03/03/1998, Up, Up, , 8558.673333333333333333333333, 
04/03/1998, Up, Up, , 8467.996666666666666666666667, 
05/03/1998, Down, Up, 8377.32, 8377.32, 3
06/03/1998, Down, Up, , 8408.3095, 
07/03/1998, Down, Up, , 8439.2990, 
08/03/1998, Down, Up, , 8470.2885, 
09/03/1998, Up, Up, , 8501.2780, 
10/03/1998, Up, Up, , 8532.2675, 
11/03/1998, Up, Up, , 8563.2570, 
12/03/1998, Up, Up, , 8594.2465, 
13/03/1998, Up, Up, , 8625.2360, 
14/03/1998, Up, Up, , 8656.2255, 
15/03/1998, Up, Up, , 8687.2150, 
16/03/1998, Up, Up, , 8718.2045, 
17/03/1998, Up, Up, , 8749.1940, 
18/03/1998, Up, Up, , 8780.1835, 
19/03/1998, Up, Up, , 8811.1730, 
20/03/1998, Up, Up, , 8842.1625, 
21/03/1998, Up, Up, , 8873.1520, 
22/03/1998, Up, Up, , 8904.1415, 
23/03/1998, Up, Up, , 8935.1310, 
24/03/1998, Up, Up, , 8966.1205, 
25/03/1998, Up, Up, 8997.11, 8997.11, 20
26/03/1998, Down, Up, , 8938.02, 
27/03/1998, Down, Up, , 8878.93, 
28/03/1998, Down, Up, , 8819.84, 
29/03/1998, Down, Up, , 8760.75, 
30/03/1998, Down, Up, 8701.66, 8701.66, 5
31/03/1998, Down, Up, , 8768.671428571428571428571429, 
01/04/1998, Down, Up, , 8835.682857142857142857142857, 
02/04/1998, Down, Up, , 8902.694285714285714285714286, 
03/04/1998, Up, Up, , 8969.705714285714285714285714, 
04/04/1998, Up, Up, , 9036.717142857142857142857143, 
05/04/1998, Up, Up, , 9103.728571428571428571428571, 
06/04/1998, Up, Up, 9170.74, 9170.74, 7
07/04/1998, Up, Up, , 8996.235, 
08/04/1998, Down, Up, 8821.73, 8821.73, 2
09/04/1998, Down, Up, , 8854.986428571428571428571429, 
10/04/1998, Down, Up, , 8888.242857142857142857142857, 
11/04/1998, Down, Up, , 8921.499285714285714285714286, 
12/04/1998, Down, Up, , 8954.755714285714285714285714, 
13/04/1998, Down, Up, , 8988.012142857142857142857143, 
14/04/1998, Down, Up, , 9021.268571428571428571428571, 
15/04/1998, Up, Up, , 9054.525000000000000000000000, 
16/04/1998, Up, Up, , 9087.781428571428571428571429, 
17/04/1998, Up, Up, , 9121.037857142857142857142857, 
18/04/1998, Up, Up, , 9154.294285714285714285714286, 
19/04/1998, Up, Up, , 9187.550714285714285714285714, 
20/04/1998, Up, Up, , 9220.807142857142857142857143, 
21/04/1998, Up, Up, , 9254.063571428571428571428571, 
22/04/1998, Up, Up, 9287.32, 9287.32, 14
23/04/1998, Up, Up, , 9189.072, 
24/04/1998, Down, Up, , 9090.824, 
25/04/1998, Down, Up, , 8992.576, 
26/04/1998, Down, Up, , 8894.328, 
27/04/1998, Down, Down, 8796.08, 8796.08, 5
28/04/1998, Down, Down, , 8869.78, 
29/04/1998, Down, Down, , 8943.48, 
30/04/1998, Down, Down, , 9017.18, 
01/05/1998, Up, Down, , 9090.88, 
02/05/1998, Up, Down, , 9164.58, 
03/05/1998, Up, Down, , 9238.28, 
04/05/1998, Up, Up, 9311.98, 9311.98, 7
05/05/1998, Up, Up, , 9179.62, 
06/05/1998, Down, Up, , 9047.26, 
07/05/1998, Down, Up, 8914.9, 8914.9, 3
08/05/1998, Down, Up, , 8976.265, 
09/05/1998, Down, Up, , 9037.630, 
10/05/1998, Down, Up, , 9098.995, 
11/05/1998, Up, Up, , 9160.360, 
12/05/1998, Up, Up, , 9221.725, 
13/05/1998, Up, Up, 9283.09, 9283.09, 6
14/05/1998, Up, Up, , 9220.912, 
15/05/1998, Down, Up, , 9158.734, 
16/05/1998, Down, Up, , 9096.556, 
17/05/1998, Down, Up, , 9034.378, 
18/05/1998, Down, Up, 8972.2, 8972.2, 5
19/05/1998, Down, Up, , 9064.453333333333333333333333, 
20/05/1998, Down, Up, , 9156.706666666666666666666667, 
21/05/1998, Up, Up, 9248.96, 9248.96, 3
22/05/1998, Up, Up, , 9211.166428571428571428571429, 
23/05/1998, Up, Up, , 9173.372857142857142857142857, 
24/05/1998, Up, Up, , 9135.579285714285714285714286, 
25/05/1998, Up, Up, , 9097.785714285714285714285714, 
26/05/1998, Down, Down, , 9059.992142857142857142857143, 
27/05/1998, Down, Down, , 9022.198571428571428571428571, 
28/05/1998, Down, Down, , 8984.405000000000000000000000, 
29/05/1998, Down, Down, , 8946.611428571428571428571429, 
30/05/1998, Down, Down, , 8908.817857142857142857142857, 
31/05/1998, Down, Down, , 8871.024285714285714285714286, 
01/06/1998, Down, Down, , 8833.230714285714285714285714, 
02/06/1998, Down, Down, , 8795.437142857142857142857143, 
03/06/1998, Down, Down, , 8757.643571428571428571428571, 
04/06/1998, Down, Down, 8719.85, 8719.85, 14
05/06/1998, Down, Down, , 8828.6475, 
06/06/1998, Down, Down, , 8937.4450, 
07/06/1998, Down, Down, , 9046.2425, 
08/06/1998, Up, Down, 9155.04, 9155.04, 4
09/06/1998, Up, Down, , 9076.22875, 
10/06/1998, Up, Down, , 8997.41750, 
11/06/1998, Down, Down, , 8918.60625, 
12/06/1998, Down, Down, , 8839.79500, 
13/06/1998, Down, Down, , 8760.98375, 
14/06/1998, Down, Down, , 8682.17250, 
15/06/1998, Down, Down, , 8603.36125, 
16/06/1998, Down, Down, 8524.55, 8524.55, 8
17/06/1998, Down, Down, , 8556.673636363636363636363636, 
18/06/1998, Down, Down, , 8588.797272727272727272727273, 
19/06/1998, Down, Down, , 8620.920909090909090909090909, 
20/06/1998, Down, Down, , 8653.044545454545454545454545, 
21/06/1998, Down, Down, , 8685.168181818181818181818182, 
22/06/1998, Down, Down, , 8717.291818181818181818181818, 
23/06/1998, Down, Down, , 8749.415454545454545454545455, 
24/06/1998, Up, Down, , 8781.539090909090909090909091, 
25/06/1998, Up, Down, , 8813.662727272727272727272727, 
26/06/1998, Up, Down, , 8845.786363636363636363636364, 
27/06/1998, Up, Down, , 8877.910000000000000000000000, 
28/06/1998, Up, Down, , 8910.033636363636363636363636, 
29/06/1998, Up, Down, , 8942.157272727272727272727273, 
30/06/1998, Up, Down, , 8974.280909090909090909090909, 
01/07/1998, Up, Down, , 9006.404545454545454545454545, 
02/07/1998, Up, Down, , 9038.528181818181818181818182, 
03/07/1998, Up, Down, , 9070.651818181818181818181818, 
04/07/1998, Up, Down, , 9102.775454545454545454545455, 
05/07/1998, Up, Down, , 9134.899090909090909090909091, 
06/07/1998, Up, Down, , 9167.022727272727272727272727, 
07/07/1998, Up, Up, , 9199.146363636363636363636364, 
08/07/1998, Up, Up, 9231.27, 9231.27, 22
09/07/1998, Up, Up, , 9103.75, 
10/07/1998, Down, Up, 8976.23, 8976.23, 2
11/07/1998, Down, Up, , 9038.574285714285714285714286, 
12/07/1998, Down, Up, , 9100.918571428571428571428571, 
13/07/1998, Down, Up, , 9163.262857142857142857142857, 
14/07/1998, Down, Up, , 9225.607142857142857142857143, 
15/07/1998, Up, Up, , 9287.951428571428571428571429, 
16/07/1998, Up, Up, , 9350.295714285714285714285714, 
17/07/1998, Up, Up, 9412.64, 9412.64, 7
18/07/1998, Up, Up, , 9354.927368421052631578947368, 
19/07/1998, Up, Up, , 9297.214736842105263157894737, 
20/07/1998, Up, Up, , 9239.502105263157894736842105, 
21/07/1998, Down, Up, , 9181.789473684210526315789474, 
22/07/1998, Down, Up, , 9124.076842105263157894736842, 
23/07/1998, Down, Down, , 9066.364210526315789473684211, 
24/07/1998, Down, Down, , 9008.651578947368421052631579, 
25/07/1998, Down, Down, , 8950.938947368421052631578947, 
26/07/1998, Down, Down, , 8893.226315789473684210526316, 
27/07/1998, Down, Down, , 8835.513684210526315789473684, 
28/07/1998, Down, Down, , 8777.801052631578947368421053, 
29/07/1998, Down, Down, , 8720.088421052631578947368421, 
30/07/1998, Down, Down, , 8662.375789473684210526315789, 
31/07/1998, Down, Down, , 8604.663157894736842105263158, 
01/08/1998, Down, Down, , 8546.950526315789473684210526, 
02/08/1998, Down, Down, , 8489.237894736842105263157895, 
03/08/1998, Down, Down, , 8431.525263157894736842105263, 
04/08/1998, Down, Down, , 8373.812631578947368421052632, 
05/08/1998, Down, Down, 8316.1, 8316.1, 19
06/08/1998, Down, Down, , 8530.565, 
07/08/1998, Up, Down, 8745.03, 8745.03, 2
08/08/1998, Up, Down, , 8687.468571428571428571428571, 
09/08/1998, Up, Down, , 8629.907142857142857142857143, 
10/08/1998, Up, Down, , 8572.345714285714285714285714, 
11/08/1998, Up, Down, , 8514.784285714285714285714286, 
12/08/1998, Up, Down, , 8457.222857142857142857142857, 
13/08/1998, Up, Down, , 8399.661428571428571428571429, 
